key	title	url
167	Toward Expedited Impedance Tuning of a Robotic Prosthesis for Personalized Gait Assistance by Reinforcement Learning Control	http://dx.doi.org/10.1109/tro.2021.3078317
168	Variable Admittance Control for Robotic Contact Force Tracking in Dynamic Environment Based on Reinforcement Learning	http://dx.doi.org/10.1109/rcar54675.2022.9872292
169	An actor-critic strategy for a safe and efficient human robot collaboration	http://dx.doi.org/10.1109/icar53236.2021.9659462
174	Meta Reinforcement Learning for Robust and Adaptable Robotic Assembly Tasks	http://dx.doi.org/10.1109/icces54031.2021.9686128
176	Proactive Action Visual Residual Reinforcement Learning for Contact-Rich Tasks Using a Torque-Controlled Robot	http://dx.doi.org/10.1109/icra48506.2021.9561162
177	Reinforcement Learning for Robotic Assembly Using Non-Diagonal Stiffness Matrix	http://dx.doi.org/10.1109/lra.2021.3060389
178	Residual Feedback Learning for Contact-Rich Manipulation Tasks with Uncertainty	http://dx.doi.org/10.1109/iros51168.2021.9636176
181	TRANS-AM: Transfer Learning by Aggregating Dynamics Models for Soft Robotic Assembly	http://dx.doi.org/10.1109/icra48506.2021.9561081
182	Vision-driven Compliant Manipulation for Reliable; High-Precision Assembly Tasks	http://dx.doi.org/10.15607/rss.2021.xvii.070
183	Dynamic Actor-Advisor Programming for Scalable Safe Reinforcement Learning	http://dx.doi.org/10.1109/icra40945.2020.9197200
189	Teaching a humanoid robot to walk faster through Safe Reinforcement Learning	http://dx.doi.org/10.1016/j.engappai.2019.103360
190	Training Adversarial Agents to Exploit Weaknesses in Deep Control Policies	http://dx.doi.org/10.1109/icra40945.2020.9197351
194	Safe- to-Explore State Spaces: Ensuring Safe Exploration in Policy Search with Hierarchical Task Optimization	http://dx.doi.org/10.1109/humanoids.2018.8624948
195	Model-Free Reinforcement Learning of Impedance Control in Stochastic Environments	http://dx.doi.org/10.1109/tamd.2012.2205924
198	Deep Reinforcement Learning for automated scheduling of mining earthwork equipment with spatio-temporal safety constraints	http://dx.doi.org/10.1007/s42524-025-4079-1
199	A low-cost and lightweight 6 DoF bimanual arm for dynamic and contact-rich manipulation	http://dx.doi.org/10.15607/rss.2025.xxi.055
200	Hierarchical Contact-Rich Trajectory Optimization for Multi-Modal Manipulation Using Tight Convex Relaxations	http://dx.doi.org/10.1109/icra55743.2025.11127667
201	Learning a High-Quality Robotic Wiping Policy Using Systematic Reward Analysis and Visual-Language Model Based Curriculum	http://dx.doi.org/10.1109/icra55743.2025.11128687
202	Look Ahead Optimization for Managing Nullspace in Cartesian Impedance Control of Dual-Arm Robots	http://dx.doi.org/10.1109/sii59315.2025.10871056
203	Reactive Diffusion Policy: Slow-Fast Visual-Tactile Policy Learning for Contact-Rich Manipulation	http://dx.doi.org/10.15607/rss.2025.xxi.052
204	Multi-level Reasoning for Robotic Assembly: From Sequence Inference to Contact Selection	http://dx.doi.org/10.1109/icra57147.2024.10611259
205	A Perturbation-Robust Framework for Admittance Control of Robotic Systems With High-Stiffness Contacts and Heavy Payload	http://dx.doi.org/10.1109/lra.2024.3406055
207	Agile But Safe: Learning Collision-Free High-Speed Legged Locomotion	http://dx.doi.org/10.15607/rss.2024.xx.059
213	Flexible Active Safety Motion Control for Robotic Obstacle Avoidance: A CBF-Guided MPC Approach	http://dx.doi.org/10.1109/lra.2025.3534519
215	Hearing Touch: Audio-Visual Pretraining for Contact-Rich Manipulation	http://dx.doi.org/10.1109/icra57147.2024.10611305
217	Learning Piecewise Residuals of Control Barrier Functions for Safety of Switching Systems using Multi-Output Gaussian Processes	http://dx.doi.org/10.23919/ecc64448.2024.10591208
218	LTLDoG: Satisfying Temporally-Extended Symbolic Constraints for Safe Diffusion-Based Planning	http://dx.doi.org/10.1109/lra.2024.3443501
219	MPCC++: Model Predictive Contouring Control for Time-Optimal Flight with Safety Constraints	http://dx.doi.org/10.15607/rss.2024.xx.109
221	Safe CoR: A Dual-Expert Approach to Integrating Imitation Learning and Safe Reinforcement Learning Using Constraint Rewards	http://dx.doi.org/10.1109/iros58592.2024.10801577
222	Safe Force/Position Tracking Control via Control Barrier Functions for Floating Base Mobile Manipulator Systems	http://dx.doi.org/10.23919/ecc64448.2024.10591297
224	Safe Reinforcement Learning With Dead-Ends Avoidance and Recovery	http://dx.doi.org/10.1109/lra.2023.3333248
225	Safe Reinforcement Learning with Instantaneous Constraints: The Role of Aggressive Exploration	http://dx.doi.org/10.1609/aaai.v38i19.30170
226	Safety reinforcement learning control via transfer learning	http://dx.doi.org/10.1016/j.automatica.2024.111714
228	Safety-Critical Control with Uncertainty Quantification using Adaptive Conformal Prediction	http://dx.doi.org/10.23919/acc60939.2024.10644391
229	SOMTP: A Self-Supervised Learning-Based Optimizer for MPC-Based Safe Trajectory Planning Problems in Robotics	http://dx.doi.org/10.1109/lra.2024.3456508
231	Visibility-Aware RRT* for Safety-Critical Navigation of Perception-Limited Robots in Unknown Environments	http://dx.doi.org/10.1109/lra.2025.3552295
232	Adaptive Admittance Control for Safety-Critical Physical Human Robot Collaboration	http://dx.doi.org/10.1016/j.ifacol.2023.10.1772
235	Control Barrier Function-Based Force Constrained Safety Compliance Control for Manipulator	http://dx.doi.org/10.1109/icac57885.2023.10275266
237	Global Planning for Contact-Rich Manipulation via Local Smoothing of Quasi-Dynamic Contact Models	http://dx.doi.org/10.1109/tro.2023.3300230
238	Guiding Reinforcement Learning with Shared Control Templates	http://dx.doi.org/10.1109/icra48891.2023.10161058
239	Hierarchical Reinforcement Learning Integrating With Human Knowledge for Practical Robot Skill Learning in Complex Multi-Stage Manipulation	http://dx.doi.org/10.1109/tase.2023.3288037
240	IndustReal: Transferring Contact-Rich Assembly Tasks from Simulation to Reality	http://dx.doi.org/10.15607/rss.2023.xix.039
241	Learning Tool Morphology for Contact-Rich Manipulation Tasks with Differentiable Simulation	http://dx.doi.org/10.1109/icra48891.2023.10161453
242	Model-based variable impedance learning control for robotic manipulation	http://dx.doi.org/10.1016/j.robot.2023.104531
243	Multimodality Driven Impedance-Based Sim2Real Transfer Learning for Robotic Multiple Peg-in-Hole Assembly	http://dx.doi.org/10.1109/tcyb.2023.3310505
244	Nonlinear Subsystem-Based Adaptive Impedance Control of Physical Human-Robot-Environment Interaction in Contact-Rich Tasks	http://dx.doi.org/10.1109/lra.2023.3302616
245	Research on Robot Screwing Skill Method Based on Demonstration Learning	http://dx.doi.org/10.3390/s24010021
247	Robotic Packaging Optimization with Reinforcement Learning	http://dx.doi.org/10.1109/case56687.2023.10260406
248	Safe Adaptive Policy Transfer Reinforcement Learning for Distributed Multiagent Control	http://dx.doi.org/10.1109/tnnls.2023.3326867
249	Sample-Based Passively Compliant Manipulation for Senserless Contact-Rich Scenarios with Uncertainties	http://dx.doi.org/10.1109/eecr56827.2023.10150153
252	Goal-Conditioned Reinforcement Learning within a Human-Robot Disassembly Environment	http://dx.doi.org/10.3390/app122211610
253	Human–Robot Interaction: A Review and Analysis on Variable Admittance Control, Safety, and Perspectives	http://dx.doi.org/10.3390/machines10070591
254	Learning Collision-free and Torque-limited Robot Trajectories based on Alternative Safe Behaviors	http://dx.doi.org/10.1109/humanoids53995.2022.10000077
255	Model Predictive Variable Impedance Control of Manipulators for Adaptive Precision-Compliance Tradeoff	http://dx.doi.org/10.1109/tmech.2022.3204350
256	Offline Meta-Reinforcement Learning for Industrial Insertion	http://dx.doi.org/10.1109/icra46639.2022.9812312
257	Provably Safe Deep Reinforcement Learning for Robotic Manipulation in Human Environments	http://dx.doi.org/10.1109/icra46639.2022.9811698
259	Safe Active Dynamics Learning and Control: A Sequential Exploration–Exploitation Framework	http://dx.doi.org/10.1109/tro.2022.3154715
263	Sim-to-Real Transfer of Robotic Assembly with Visual Inputs Using CycleGAN and Force Control	http://dx.doi.org/10.1109/robio55434.2022.10011878
266	Deep reinforcement learning-based safe interaction for industrial human-robot collaboration using intrinsic reward function	http://dx.doi.org/10.1016/j.aei.2021.101360
268	Generalization of Robot Force-Relevant Skills Through Adapting Compliant Profiles	http://dx.doi.org/10.1109/lra.2021.3137907
269	Joint Space Control via Deep Reinforcement Learning	http://dx.doi.org/10.1109/iros51168.2021.9636477
271	Reachability-Based Trajectory Safeguard (RTS): A Safe and Fast Reinforcement Learning Safety Layer for Continuous Control	http://dx.doi.org/10.1109/lra.2021.3063989
273	Toward next-generation learned robot manipulation	http://dx.doi.org/10.1126/scirobotics.abd9461
274	Towards Real-World Force-Sensitive Robotic Assembly through Deep Reinforcement Learning in Simulations	http://dx.doi.org/10.1109/aim46487.2021.9517356
275	WCSAC: Worst-Case Soft Actor Critic for Safety-Constrained Reinforcement Learning	http://dx.doi.org/10.1609/aaai.v35i12.17272
280	Orienting safety assurance with outcomes of hazard analysis and risk assessment: A review of the ISO 15066 standard for collaborative robot systems	http://dx.doi.org/10.1016/j.ssci.2020.104832
282	Safety and ergonomics in human-robot interactive agricultural operations	http://dx.doi.org/10.1016/j.biosystemseng.2020.09.009
283	Sample-Efficient Learning for Industrial Assembly using Qgraph-bounded DDPG	http://dx.doi.org/10.1109/iros45743.2020.9341390
284	Adaptive Admittance Control of an Upper Extremity Rehabilitation Robot With Neural-Network-Based Disturbance Observer	http://dx.doi.org/10.1109/access.2019.2938566
285	Composite Learning Enhanced Robot Impedance Control	http://dx.doi.org/10.1109/tnnls.2019.2912212
288	Making Sense of Vision and Touch: Self-Supervised Learning of Multimodal Representations for Contact-Rich Tasks	http://dx.doi.org/10.1109/icra.2019.8793485
293	Multi-Critic Reinforcement Learning for Garment Handling: Addressing Unpredictability in Temporal-Phase Continuous Contact Tasks	http://dx.doi.org/10.1109/tase.2025.3527003
294	Updating Robot Safety Representations Online From Natural Language Feedback	http://dx.doi.org/10.1109/icra55743.2025.11127680
295	Actor-Critic Model Predictive Control	http://dx.doi.org/10.1109/icra57147.2024.10610381
296	Adaptive High-Order Control Barrier Function-Based Iterative LQR for Real Time Safety-Critical Motion Planning	http://dx.doi.org/10.1109/lra.2024.3398506
297	Auxiliary- Variable Adaptive Control Barrier Functions for Safety Critical Systems	http://dx.doi.org/10.1109/cdc49753.2023.10383595
301	Learning Contact for Haptic Feedback: Switching X-lateral Teleoperators	http://dx.doi.org/10.1109/icra57147.2024.10611571
303	P2BPO: Permeable Penalty Barrier-Based Policy Optimization for Safe RL	http://dx.doi.org/10.1609/aaai.v38i19.30094
304	Reducing risk for assistive reinforcement learning policies with diffusion models	http://dx.doi.org/10.20535/srit.2308-8893.2024.3.09
307	Toward Automated Programming for Robotic Assembly Using ChatGPT	http://dx.doi.org/10.1109/icra57147.2024.10610554
308	Adaptive finite-time optimised impedance control for robotic manipulators with state constraints	http://dx.doi.org/10.1080/00207721.2023.2213230
310	Geometric Reinforcement Learning for Robotic Manipulation	http://dx.doi.org/10.1109/access.2023.3322654
311	Safe Reinforcement Learning with Probabilistic Guarantees Satisfying Temporal Logic Specifications in Continuous Action Spaces	http://dx.doi.org/10.1109/cdc49753.2023.10383601
312	A deep reinforcement learning-based intelligent intervention framework for real-time proactive road safety management	http://dx.doi.org/10.1016/j.aap.2021.106512
313	Collective Conditioned Reflex: A Bio-Inspired Fast Emergency Reaction Mechanism for Designing Safe Multi-Robot Systems	http://dx.doi.org/10.1109/lra.2022.3190098
315	Editorial Variable Impedance Control and Learning in Complex Interaction Scenarios: Challenges and Opportunities	http://dx.doi.org/10.1109/lra.2022.3213197
318	A hybrid control strategy for grinding and polishing robot based on adaptive impedance control	http://dx.doi.org/10.1177/16878140211004034
319	High Impedance Single-Phase Faults Diagnosis in Transmission Lines via Deep Reinforcement Learning of Transfer Functions	http://dx.doi.org/10.1109/access.2021.3051411
320	Reinforcement Learning Strategy Based on Multimodal Representations for High-Precision Assembly Tasks	http://dx.doi.org/10.1007/978-3-030-89095-7_6
321	Safe Continuous Control with Constrained Model-Based Policy Optimization	http://dx.doi.org/10.1109/iros51168.2021.9635984
322	Learning Continuous Control Actions for Robotic Grasping with Reinforcement Learning	http://dx.doi.org/10.1109/smc42975.2020.9282951
324	Fuzzy-based-admittance controller for safe natural human–robot interaction	http://dx.doi.org/10.1080/01691864.2019.1607551
325	Impedance Control in Uncertain Environment using Reinforcement Learning	http://dx.doi.org/10.1109/cyber46603.2019.9066697
326	On Training Flexible Robots using Deep Reinforcement Learning	http://dx.doi.org/10.1109/iros40897.2019.8968516
332	Fast Path Planning Through Large Collections of Safe Boxes	http://dx.doi.org/10.1109/tro.2024.3434168
333	Correct Me If I am Wrong: Interactive Learning for Robotic Manipulation	http://dx.doi.org/10.1109/lra.2022.3145516
334	Alignment Method of Combined Perception for Peg‐in‐Hole Assembly with Deep Reinforcement Learning	http://dx.doi.org/10.1155/2021/5073689
335	Compliant Robotic Assembly based on Deep Reinforcement Learning	http://dx.doi.org/10.1109/mlise54096.2021.00009
337	Context-Aware Safe Reinforcement Learning for Non-Stationary Environments	http://dx.doi.org/10.1109/icra48506.2021.9561593
338	Deep Reinforcement Learning with Shaping Exploration Space for Robotic Assembly	http://dx.doi.org/10.1109/isrimt53730.2021.9596687
339	Learning-Based Force Control of a Surgical Robot for Tool-Soft Tissue Interaction	http://dx.doi.org/10.1109/lra.2021.3093018
341	A Framework for Robot Manipulation: Skill Formalism, Meta Learning and Adaptive Control	http://dx.doi.org/10.1109/icra.2019.8793542
342	A variable admittance control strategy for stable physical human–robot interaction	http://dx.doi.org/10.1177/0278364919840415
343	Assisting Operators in Heavy Industrial Tasks: On the Design of an Optimized Cooperative Impedance Fuzzy-Controller With Embedded Safety Rules	http://dx.doi.org/10.3389/frobt.2019.00075
344	Deep Reinforcement Learning of Robotic Precision Insertion Skill Accelerated by Demonstrations	http://dx.doi.org/10.1109/coase.2019.8842940
346	Human–Robot Interaction Control Based on a General Energy Shaping Method	http://dx.doi.org/10.1109/tcst.2019.2949525
347	Manipulation Skill Acquisition for Robotic Assembly using Deep Reinforcement Learning	http://dx.doi.org/10.1109/aim.2019.8868579
350	Robust Execution of Contact-Rich Motion Plans by Hybrid Force-Velocity Control	http://dx.doi.org/10.1109/icra.2019.8794366
351	Transferring optimal contact skills to flexible manipulators by reinforcement learning	http://dx.doi.org/10.1007/s41315-019-00101-7
352	Learning Robotic Assembly from CAD	http://dx.doi.org/10.1109/icra.2018.8460696
353	An actor-critic algorithm for constrained Markov decision processes	http://dx.doi.org/10.1016/j.sysconle.2004.08.007
355	Safe Human–Robot Collaboration With Risk Tunable Control Barrier Functions	http://dx.doi.org/10.1109/tmech.2025.3572047
356	Learning contact-rich whole-body manipulation with example-guided reinforcement learning	http://dx.doi.org/10.1126/scirobotics.ads6790
357	Towards High Precision: An Adaptive Self-Supervised Learning Framework for Force-Based Verification	http://dx.doi.org/10.1109/case58245.2025.11163745
358	A Hierarchical Compliance-Based Contextual Policy Search for Robotic Manipulation Tasks With Multiple Objectives	http://dx.doi.org/10.1109/tii.2022.3192435
359	SHaRe-RL: Structured, Interactive Reinforcement Learning for Contact-Rich Industrial Assembly Tasks	https://arxiv.org/abs/2509.13949
360	ImpedanceGPT: VLM-driven Impedance Control of Swarm of Mini-drones for Intelligent Navigation in Dynamic Environment	https://arxiv.org/abs/2503.02723
361	Uncertainty-aware Latent Safety Filters for Avoiding Out-of-Distribution Failures	https://arxiv.org/abs/2505.00779
362	Diffusion-Based Impedance Learning for Contact-Rich Manipulation Tasks	https://arxiv.org/abs/2509.19696
363	Query-Centric Diffusion Policy for Generalizable Robotic Assembly	https://arxiv.org/abs/2509.18686
364	VibeCheck: Using Active Acoustic Tactile Sensing for Contact-Rich Manipulation	https://arxiv.org/abs/2504.15535
365	A Task-Efficient Reinforcement Learning Task-Motion Planner for Safe Human-Robot Cooperation	https://arxiv.org/abs/2510.12477
366	MLA: A Multisensory Language-Action Model for Multimodal Understanding and Forecasting in Robotic Manipulation	https://arxiv.org/abs/2509.26642
chi2017risk	Risk-RRT*: A Robot Motion Planning Algorithm for the Human Robot Coexisting Environment	
rodriguez2023advanced	An Advanced Dual APF-Based Controller for Efficient Simultaneous Collision and Singularity Avoidance for Human-Robot Collaborative Assembly Processes	
bowyer2013active	Active Constraints/Virtual Fixtures: A Survey	
hsu2023safety	The Safety Filter: A Unified View of Safety-Critical Control in Autonomous Systems	
ferraguti2020safety	Safety Barrier Functions and Multi-Camera Tracking for Human–Robot Shared Environment	
ferraguti2022safety	Safety and Efficiency in Robotics: The Control Barrier Functions Approach	
dai2023safe	Safe Navigation and Obstacle Avoidance Using Differentiable Optimization Based Control Barrier Functions	
das2024robust	Robust Control Barrier Functions Using Uncertainty Estimation With Application to Mobile Robots	https://arxiv.org/abs/2401.01881
li2023robust	Robust Safe Learning and Control in an Unknown Environment: An Uncertainty-Separated Control Barrier Function Approach	
manjunath2021safe	Safe and Robust Motion Planning for Dynamic Robotics via Control Barrier Functions	
wang2024flow	Flow Shop Scheduling With Human–Robot Collaboration: A Joint Chance-Constrained Programming Approach	
du2011probabilistic	Probabilistic Collision Checking With Chance Constraints	
ahmed2008solving	Solving Chance-Constrained Stochastic Programs via Sampling and Integer Programming	
11023035	Safe Human–Robot Collaboration With Risk Tunable Control Barrier Functions	https://doi.org/10.1109/TMECH.2025.3572047
berx2022identification	Identification and classification of risk factors for human-robot collaboration from a system-wide perspective	
inam2018risk	Risk assessment for human-robot collaboration in an automated warehouse scenario	
huck2021risk	Risk assessment tools for industrial human-robot collaboration: Novel approaches and practical needs	
liu2020dynamic	Dynamic risk assessment and active response strategy for industrial human-robot collaboration	
hanna2020towards	Towards safe human robot collaboration--Risk assessment of intelligent automation	
askarpour2016risk	Risk assessment in collaborative robotics	
majumdar2020should	How should a robot assess risk? towards an axiomatic theory of risk in robotics	
101	End-to-end reinforcement learning for torque based variable height hopping	
Shao2021RTS	Reachability-Based Trajectory Safeguard (RTS): A Safe and Fast Reinforcement Learning Safety Layer for Continuous Control	https://doi.org/10.1109/LRA.2021.3063989
banerjee2024dynamic	Dynamic model predictive shielding for provably safe reinforcement learning	
liu2025flexible	Flexible active safety motion control for robotic obstacle avoidance: A CBF-guided MPC approach	
zhao2024implicit	Implicit Safe Set Algorithm for Provably Safe Reinforcement Learning	https://arxiv.org/abs/2405.02754
mazouz2024data	Data-driven permissible safe control with barrier certificates	
wagener2021safe	Safe reinforcement learning using advantage-based intervention	
simao2021alwayssafe	Alwayssafe: Reinforcement learning without safety constraint violations during training	
luu2025manifeel	ManiFeel: Benchmarking and Understanding Visuotactile Manipulation Policy Learning	https://arxiv.org/abs/2505.18472
9531394	Impedance Learning-Based Adaptive Control for Human–Robot Interaction	https://doi.org/10.1109/TCST.2021.3107483
zhu2022challenges	Challenges and outlook in robotic manipulation of deformable objects	
pang2023planning	Planning, sensing, and control for contact-rich robotic manipulation with quasi-static contact models	
xu_look_2021	Look {Before} {You} {Leap}: {Safe} {Model}-{Based} {Reinforcement} {Learning} with {Human} {Intervention}	https://openreview.net/forum?id=oqZrUx-PRqb
hogan1985impedance	Impedance Control: An Approach to Manipulation: Part I—Theory	
blanchini1999set	Set invariance in control	
slotine1991applied	Applied nonlinear control	
bartneck2009measurement	Measurement instruments for the anthropomorphism, animacy, likeability, perceived intelligence, and perceived safety of robots	
van2014port	Port-Hamiltonian systems theory: An introductory overview	
hill2022dissipativity	Dissipativity, stability, and connections: Progress in complexity	
forni2018differential	Differential dissipativity theory for dominance analysis	
branicky2002multiple	Multiple Lyapunov functions and other analysis tools for switched and hybrid systems	
giesl2015review	Review on computational methods for Lyapunov functions	
manchester2017control	Control contraction metrics: Convex and intrinsic criteria for nonlinear feedback design	
lo2016virtual	Virtual impedance control for safe human-robot interaction	
romdlony2016stabilization	Stabilization with guaranteed safety using control Lyapunov--barrier function	
li2023survey	A survey on the control lyapunov function and control barrier function for nonlinear-affine control systems	
manjunath2021safe	Safe and robust motion planning for dynamic robotics via control barrier functions	
wu2015safety	Safety-critical and constrained geometric control synthesis using control lyapunov and control barrier functions for systems evolving on manifolds	
ames2016control	Control barrier function based quadratic programs for safety critical systems	
batinovic2022path	Path planning with potential field-based obstacle avoidance in a 3D environment by an unmanned aerial vehicle	
pan2021improved	An improved artificial potential field method for path planning and formation control of the multi-UAV systems	
pati2023robust	Robust control barrier functions for control affine systems with time-varying parametric uncertainties	
buch2021robust	Robust control barrier functions with sector-bounded uncertainties	
wang2025safe	Safe control against uncertainty: A comprehensive review of control barrier function strategies	
isaly2024feasibility	On the feasibility and continuity of feedback controllers defined by multiple control barrier functions	
breeden2023compositions	Compositions of Multiple Control Barrier Functions Under Input Constraints	
breeden2021high	High relative degree control barrier functions under input constraints	
wang2022high	High-order control barrier functions-based impedance control of a robotic manipulator with time-varying output constraints	
wong2025contact	Contact-Aware Safety in Soft Robots Using High-Order Control Barrier and Lyapunov Functions	https://arxiv.org/abs/2505.03841
lohmiller1998contraction	On contraction analysis for non-linear systems	
slotine2003modular	Modular stability tools for distributed computation and control	
giesl2021computing	Computing Contraction Metrics for three-dimensional systems	
singh2017robust	Robust online motion planning via contraction theory and convex optimization	
giesl2022review	Review on contraction analysis and computation of contraction metrics	https://arxiv.org/abs/2203.01367
mitchell2005time	A time-dependent Hamilton-Jacobi formulation of reachable sets for continuous dynamic games	
samadikhoshkho_review_2025	A review of compliant mechanisms for contact robotics applications	https://www.sciencedirect.com/science/article/pii/S0921889024002860
mballo2025hamilton	A Hamilton-Jacobi Reachability Framework with Soft Constraints for Safety-Critical Systems	https://arxiv.org/abs/2510.24933
choi2023forward	A forward reachability perspective on robust control invariance and discount factors in reachability analysis	https://arxiv.org/abs/2310.17180
Genesis	Genesis: A Generative and Universal Physics Engine for Robotics and Beyond	https://github.com/Genesis-Embodied-AI/Genesis
makoviychuk2021isaac	Isaac Gym: High Performance GPU-Based Physics Simulation For Robot Learning	https://arxiv.org/abs/2108.10470
376	OmniVIC: A Self-Improving Variable Impedance Controller with Vision-Language In-Context Learning for Safe Robotic Manipulation	https://arxiv.org/abs/2510.17150
liu2024hamilton	A Hamilton-Jacobi-Bellman approach to ellipsoidal approximations of reachable sets for linear time-varying systems	
ganai2023iterative	Iterative reachability estimation for safe reinforcement learning	
bansal2021deepreach	Deepreach: A deep learning approach to high-dimensional reachability	
darbon2016algorithms	Algorithms for overcoming the curse of dimensionality for certain Hamilton--Jacobi equations arising in control theory and elsewhere	
selim2022safe	Safe reinforcement learning using black-box reachability analysis	
kochdumper2023provably	Provably safe reinforcement learning via action projection using reachability analysis and polynomial zonotopes	
tang2024learning	Learning-based MPC with safety filter for constrained deformable linear object manipulation	
zhang_enhancing_nodate	Enhancing {Safety} in {Model}-{Based} {Reinforcement} {Learning} {With} {High}-{Order} {Control} {Barrier} {Functions}	https://onlinelibrary.wiley.com/doi/abs/10.1002/rnc.7888
wei_audio-vla_2025	Audio-{VLA}: {Adding} {Contact} {Audio} {Perception} to {Vision}-{Language}-{Action} {Model} for {Robotic} {Manipulation}	http://arxiv.org/abs/2511.09958
mejia_hearing_2024	Hearing {Touch}: {Audio}-{Visual} {Pretraining} for {Contact}-{Rich} {Manipulation}	http://arxiv.org/abs/2405.08576
huang_unified_2025	Unified {Multimodal} {Diffusion} {Forcing} for {Forceful} {Manipulation}	http://arxiv.org/abs/2511.04812
62	Learning and generalising object extraction skill for contact-rich disassembly tasks: an introductory study	
102	End-to-end reinforcement learning for torque based variable height hopping	
kyaw_text_2025	Text to {Robotic} {Assembly} of {Multi} {Component} {Objects} using {3D} {Generative} {AI} and {Vision} {Language} {Models}	http://arxiv.org/abs/2511.02162
375	Contact-{Safe} {Reinforcement} {Learning} with {ProMP} {Reparameterization} and {Energy} {Awareness}	http://arxiv.org/abs/2511.13459
zhou_physvlm_2025	{PhysVLM}: {Enabling} {Visual} {Language} {Models} to {Understand} {Robotic} {Physical} {Reachability}	http://arxiv.org/abs/2503.08481
krohn_self-supervised_2025	Self-{Supervised} {Multisensory} {Pretraining} for {Contact}-{Rich} {Robot} {Reinforcement} {Learning}	http://arxiv.org/abs/2511.14427
yuan2017gelsight	Gelsight: High-resolution robot tactile sensors for estimating geometry and force	
wang2021gelsight	Gelsight wedge: Measuring high-resolution 3d contact geometry with a compact robot finger	
huang20243d	3d-vitac: Learning fine-grained manipulation with visuo-tactile sensing	https://arxiv.org/abs/2410.24091
11024242	RoTipBot: Robotic Handling of Thin and Flexible Objects Using Rotatable Tactile Sensors	https://doi.org/10.1109/TRO.2025.3576951
sun2022soft	A soft thumb-sized vision-based sensor with accurate all-round force perception	
9811966	DenseTact: Optical Tactile Sensor for Dense Shape Reconstruction	https://doi.org/10.1109/ICRA46639.2022.9811966
noauthor_isaac_nodate	Isaac {Sim}	https://developer.nvidia.com/isaac/sim
nasiriany2024robocasa	RoboCasa: Large-Scale Simulation of Everyday Tasks for Generalist Robots	
mu2maniskill	ManiSkill: Generalizable Manipulation Skill Benchmark with Large-Scale Demonstrations	
gumaniskill2	ManiSkill2: A Unified Benchmark for Generalizable Manipulation Skills	
yu2020meta	Meta-world: A benchmark and evaluation for multi-task and meta reinforcement learning	
brockman2016openai	Openai gym	https://arxiv.org/abs/1606.01540
james2020rlbench	Rlbench: The robot learning benchmark \& learning environment	
zhang2025bresa	Bresa: Bio-inspired Reflexive Safe Reinforcement Learning for Contact-Rich Robotic Tasks	https://arxiv.org/abs/2503.21989
10611106	Learning to Catch Reactive Objects with a Behavior Predictor	https://doi.org/10.1109/ICRA57147.2024.10611106
zhang2025catch	Catch it! learning to catch in flight with mobile dexterous hands	
kumar_safe_2025	Safe and {Optimal} {Variable} {Impedance} {Control} via {Certified} {Reinforcement} {Learning}	http://arxiv.org/abs/2511.16330
noseworthy2025forge	Forge: Force-guided exploration for robust contact-rich manipulation under uncertainty	
cui_end--end_nodate	End-to-{End} {Dexterous} {Arm}-{Hand} {VLA} {Policies} via {Shared} {Autonomy}: {VR} {Teleoperation} {Augmented} by {Autonomous} {Hand} {VLA} {Policy} for {Efficient} {Data} {Collection}	https://arxiv.org/abs/2511.00139v1
lu_vla-rl_2025	{VLA}-{RL}: {Towards} {Masterful} and {General} {Robotic} {Manipulation} with {Scalable} {Reinforcement} {Learning}	http://arxiv.org/abs/2505.18719
mittal2025isaaclab	Isaac Lab: A GPU-Accelerated Simulation Framework for Multi-Modal Robot Learning	https://arxiv.org/abs/2511.04831
Holmes-RSS-20	{Reachable Sets for Safe, Real-Time Manipulator Trajectory Design}	https://doi.org/10.15607/RSS.2020.XVI.100
kousik2020bridging	Bridging the gap between safety and real-time performance in receding-horizon trajectory design for mobile robots	
simao2021alwayssafe	Alwayssafe: Reinforcement learning without safety constraint violations during training	
sootla2022saute	Saut{\'e} rl: Almost surely safe reinforcement learning using state augmentation	
yang2021wcsac	WCSAC: Worst-case soft actor critic for safety-constrained reinforcement learning	
lei2024langevin	Langevin policy for safe reinforcement learning	



